# els,n0s['EB'],n0s[q'EE'],n0s['TT'],n0s['TB'],n0s['TE'], mv
2.000000000000000000e+00 9.328242745815384674e-06 9.030672124435482377e-09 1.291675334896463307e-16 1.329001476122416705e-07 1.213843983823322342e-07 1.291675313773589182e-16
1.020000000000000000e+02 1.410288076856615509e-12 1.732409744939127478e-15 7.518612902153618464e-23 1.917508032030903697e-14 2.335346715738801857e-14 7.518612521760180005e-23
2.020000000000000000e+02 9.181092647900046842e-14 2.432265432797493068e-16 8.002716907628481658e-24 1.283673688753075313e-15 3.127627479626298013e-15 8.002716573255532717e-24
3.020000000000000000e+02 1.710791321205430519e-14 1.294538357844751719e-16 2.544959947499670013e-24 2.549690263902513904e-16 1.686111612900818258e-15 2.544959867845527205e-24
4.020000000000000000e+02 5.028871871768451482e-15 4.593719044148682020e-17 1.423522511084923303e-24 8.164092553433259216e-17 6.547955350530895753e-16 1.423522438653392474e-24
5.020000000000000000e+02 1.935936418285751129e-15 1.794381233938061586e-17 9.282119627523222545e-25 3.344442731949734532e-17 2.366654240760762898e-16 9.282118848900369126e-25
6.020000000000000000e+02 8.487157059446943601e-16 1.082943289415222724e-17 6.589410952421535788e-25 1.458661669461973015e-17 1.334447939589214091e-16 6.589410216147662660e-25
7.020000000000000000e+02 4.069687978834819053e-16 6.411013819309932969e-18 4.650285201487702839e-25 7.029750939088358067e-18 7.925762528310517030e-17 4.650284523953624050e-25
8.020000000000000000e+02 2.136219129753628572e-16 3.700893314796167227e-18 3.496454641437389926e-25 3.725024833533309856e-18 4.338909089773029680e-17 3.496453949017081644e-25
9.020000000000000000e+02 1.179183854515062362e-16 2.557736250000172850e-18 2.647765309940041428e-25 2.001762499292058025e-18 2.524429097906306491e-17 2.647764651902831327e-25
1.002000000000000000e+03 6.731191023137533611e-17 1.829639544851197763e-18 2.171962862599257813e-25 1.124762042008482594e-18 1.673761636023044281e-17 2.171962150158013778e-25
