# els,n0s['EB'],n0s[q'EE'],n0s['TT'],n0s['TB'],n0s['TE'], mv
2.000000000000000000e+00 2.229557742347166104e-08 1.025157415074601649e-08 8.770213203375100633e-09 1.866895978328669367e-07 1.016341545730040723e-08 2.776475468590899269e-09
1.200000000000000000e+01 1.719917652925263392e-11 7.938159602232249821e-12 6.774920548428911678e-12 1.439971332270400493e-10 7.868278924241309233e-12 2.147044699715798023e-12
2.200000000000000000e+01 1.521756331555513053e-12 7.087214758228252688e-13 6.013780292118622942e-13 1.273666803317439204e-11 7.021606326283973037e-13 1.910707461792952774e-13
3.200000000000000000e+01 3.398040739850221816e-13 1.605010516780101118e-13 1.349419162495527642e-13 2.842093515336008186e-12 1.589153211249428158e-13 4.305061909983773050e-14
4.200000000000000000e+01 1.144660792419197555e-13 5.510454042318760368e-14 4.574480211979455158e-14 9.563579745919069496e-13 5.452266997980992212e-14 1.467769838661012244e-14
5.200000000000000000e+01 4.870726577213600805e-14 2.401493167480539710e-14 1.961461205181769869e-14 4.064663847360778848e-13 2.374681165725856588e-14 6.340144084859827077e-15
6.200000000000000000e+01 2.410305579904920962e-14 1.223072122958155963e-14 9.792983939546342767e-15 2.009673149302621574e-13 1.208938987976067836e-14 3.194307912314185405e-15
7.200000000000000000e+01 1.325658206329709481e-14 6.957274471571985539e-15 5.440535714108073463e-15 1.105130760051612730e-13 6.876640430589582390e-15 1.793906507251510622e-15
8.200000000000000000e+01 7.883156098303814949e-15 4.300349079601207070e-15 3.271658754892906042e-15 6.576926087386342022e-14 4.252492207268795714e-15 1.092408769043048771e-15
9.200000000000000000e+01 4.977878405311162075e-15 2.836948422378977267e-15 2.091417336232156616e-15 4.160422943396822722e-14 2.808472346157167864e-15 7.084027594832951502e-16
1.020000000000000000e+02 3.296521178097774296e-15 1.972933791556981870e-15 1.403544051712220608e-15 2.762403926281251478e-14 1.956782618317413863e-15 4.831069840724932660e-16
1.120000000000000000e+02 2.269058998785412181e-15 1.433609520327166577e-15 9.799393794398965471e-16 1.907513048462815415e-14 1.425797999905961845e-15 3.433466341075957884e-16
1.220000000000000000e+02 1.612603909039960716e-15 1.081287759105578140e-15 7.070090618383924127e-16 1.360365681919105434e-14 1.079455009818498788e-15 2.525730659462031772e-16
1.320000000000000000e+02 1.177350940798067030e-15 8.422743729029506230e-16 5.243772350258129665e-16 9.966207415177692060e-15 8.449811212930110351e-16 1.912979512618673241e-16
1.420000000000000000e+02 8.795837624238375498e-16 6.749177633296725634e-16 3.981743721314888258e-16 7.469580217554749059e-15 6.812822108702512299e-16 1.485503849258150991e-16
1.520000000000000000e+02 6.703464739106727047e-16 5.545676254781112301e-16 3.085158160519104160e-16 5.709145673862930448e-15 5.640673626859454556e-16 1.178648613284696150e-16
1.620000000000000000e+02 5.198771845050002275e-16 4.660476464813350182e-16 2.432642942102060187e-16 4.439103297919734437e-15 4.784077366531223498e-16 9.527867612553327620e-17
1.720000000000000000e+02 4.094644410083183514e-16 3.996870208569104988e-16 1.947578082518638551e-16 3.504801643598756801e-15 4.148158160528253188e-16 7.827919896657565600e-17
1.820000000000000000e+02 3.269936793910848173e-16 3.491314033048844049e-16 1.580151342953062297e-16 2.805857009899235589e-15 3.670842830649183902e-16 6.522523557610393276e-17
1.920000000000000000e+02 2.644158268200847076e-16 3.100870057592034554e-16 1.297128844260997863e-16 2.275279343512806571e-15 3.310466937300693592e-16 5.501643732112212165e-17
2.020000000000000000e+02 2.162587891686210782e-16 2.795734193112872059e-16 1.075821067167165065e-16 1.867251130121590596e-15 3.038402927704530427e-16 4.689784179318463661e-17
2.120000000000000000e+02 1.787254426471286768e-16 2.554647499858617848e-16 9.004155539402059828e-17 1.549750443141200055e-15 2.834516912802655776e-16 4.034080712736808119e-17
2.220000000000000000e+02 1.491321737597422326e-16 2.361983707454650455e-16 7.596864211088649726e-17 1.299969788195325213e-15 2.684258516789691623e-16 3.496847210093705605e-17
2.320000000000000000e+02 1.255507981690120716e-16 2.205854255676327395e-16 6.455291728405342042e-17 1.101395713980595178e-15 2.576701751740952141e-16 3.050796010311592782e-17
2.420000000000000000e+02 1.065751357745120298e-16 2.076850522729508745e-16 5.520027625353478878e-17 9.419010937165457715e-16 2.503138721397186573e-16 2.675903676181135016e-17
