# els,n0s['EB'],n0s[q'EE'],n0s['TT'],n0s['TB'],n0s['TE'], mv
2.000000000000000000e+00 2.230228731618740914e-08 1.025178077843795678e-08 8.772269747541944991e-09 1.867517715663835820e-07 1.016370300085336139e-08 2.776835966100384115e-09
1.200000000000000000e+01 1.720435573989400647e-11 7.938319260205771782e-12 6.776509924827417861e-12 1.440451216042354339e-10 7.868503037116167175e-12 2.147324041331600048e-12
2.200000000000000000e+01 1.522215153504225434e-12 7.087356568408334262e-13 6.015192635961238929e-13 1.274091907127232599e-11 7.021809513756547599e-13 1.910957261046494679e-13
3.200000000000000000e+01 3.399066989969490722e-13 1.605042371986810545e-13 1.349736614470055913e-13 2.843044236535855962e-12 1.589200308264344390e-13 4.305628974049939689e-14
4.200000000000000000e+01 1.145007160542861401e-13 5.510562207967212168e-14 4.575558831535254704e-14 9.566786877690434917e-13 5.452433608455508435e-14 1.467965117232653540e-14
5.200000000000000000e+01 4.872203551213869105e-14 2.401539653970997404e-14 1.961925018246187260e-14 4.066029536601597469e-13 2.374756391646218895e-14 6.340998102177195197e-15
6.200000000000000000e+01 2.411038155279471966e-14 1.223095403733021124e-14 9.795307402774358214e-15 2.010348744101060615e-13 1.208978854470950654e-14 3.194744519468386139e-15
7.200000000000000000e+01 1.326062145602338397e-14 6.957404329058495120e-15 5.441831444621346818e-15 1.105501792638633128e-13 6.876877209970882694e-15 1.794155848934662189e-15
8.200000000000000000e+01 7.885564991128931128e-15 4.300427576899276495e-15 3.272441205882150967e-15 6.579126822298663230e-14 4.252645419009718673e-15 1.092563494158448028e-15
9.200000000000000000e+01 4.979404353571963382e-15 2.836998941065003582e-15 2.091919764188944418e-15 4.161807787003644932e-14 2.808578365935301368e-15 7.085052073507693331e-16
1.020000000000000000e+02 3.297535262391932367e-15 1.972967988171290415e-15 1.403882811168978594e-15 2.763317159607312124e-14 1.956860077026094569e-15 4.831784569057743277e-16
1.120000000000000000e+02 2.269759657193334356e-15 1.433633654489888341e-15 9.801770320778491980e-16 1.908138561641169166e-14 1.425857206421088124e-15 3.433986911503564722e-16
1.220000000000000000e+02 1.613103822122371520e-15 1.081305397996000882e-15 7.071813473501447673e-16 1.360807866488673957e-14 1.079502042323157418e-15 2.526123747129999713e-16
1.320000000000000000e+02 1.177717347897617470e-15 8.422876491511302041e-16 5.245056178910713029e-16 9.969419644559908954e-15 8.450197596872488137e-16 1.913285564284383483e-16
1.420000000000000000e+02 8.798585087974519904e-16 6.749280024192582806e-16 3.982722972844822556e-16 7.471970901699751140e-15 6.813149186099126241e-16 1.485748459160627113e-16
1.520000000000000000e+02 6.705565611728381838e-16 5.545756770526405503e-16 3.085920128650059741e-16 5.710964000470330787e-15 5.640958137588269591e-16 1.178848565894408007e-16
1.620000000000000000e+02 5.200405937796680304e-16 4.660540679538604794e-16 2.433246090446120722e-16 4.440513197590442769e-15 4.784331137854671838e-16 9.529534037565057477e-17
1.720000000000000000e+02 4.095934770897053383e-16 3.996921831875894014e-16 1.948062642479396889e-16 3.505913211755783120e-15 4.148389864919141926e-16 7.829331946020654769e-17
1.820000000000000000e+02 3.270969563839083360e-16 3.491355541707448322e-16 1.580545670410045763e-16 2.806745970207010944e-15 3.671059073854779669e-16 6.523737061494534521e-17
1.920000000000000000e+02 2.644994908681745601e-16 3.100903084510979599e-16 1.297453355881627494e-16 2.275999232588855760e-15 3.310672951062910370e-16 5.502699022392912908e-17
2.020000000000000000e+02 2.163273010368392320e-16 2.795759772045582628e-16 1.076090747527709737e-16 1.867840690754320502e-15 3.038603030917893660e-16 4.690710854076305480e-17
2.120000000000000000e+02 1.787820934080095304e-16 2.554666225249163734e-16 9.006415931437027695e-17 1.550238175727575934e-15 2.834714820834289124e-16 4.034900800712882116e-17
2.220000000000000000e+02 1.491794293882850532e-16 2.361995848350281794e-16 7.598773087086671155e-17 1.300377028489076745e-15 2.684457545992260001e-16 3.497577334632785707e-17
2.320000000000000000e+02 1.255905324160106828e-16 2.205859850929792722e-16 6.456914434866565436e-17 1.101738766378683977e-15 2.576904931666755831e-16 3.051448899776133567e-17
2.420000000000000000e+02 1.066087904125578518e-16 2.076849474713901114e-16 5.521415138289394823e-17 9.421926223016256938e-16 2.503348818192620228e-16 2.676489235087061890e-17
2.520000000000000000e+02 9.119447880387962232e-17 1.967195137886699946e-16 4.748094220883483551e-17 8.127206355627727828e-16 2.456200920978978935e-16 2.357834330326629305e-17
