# els,n0s['EB'],n0s[q'EE'],n0s['TT'],n0s['TB'],n0s['TE'], mv
2.000000000000000000e+00 2.969744247580184855e-08 1.190865006562568438e-08 9.530044158206629239e-09 2.436170741582496641e-07 1.132830615114627355e-08 3.175045981836072531e-09
1.020000000000000000e+02 4.387383686570248180e-15 2.301397711895113194e-15 1.530530455677519263e-15 3.602542719819013403e-14 2.180623485264365518e-15 5.548910180348565133e-16
2.020000000000000000e+02 2.875612393171564846e-16 3.318294554085316960e-16 1.183032670261246454e-16 2.436008749828706097e-15 3.398267098311578253e-16 5.465331387874719580e-17
3.020000000000000000e+02 6.134575753142100836e-17 1.866160178109581619e-16 2.640277771862577758e-17 5.611918720433718210e-16 2.662994741942629975e-16 1.536770195185795527e-17
4.020000000000000000e+02 2.185083908600534634e-17 6.728571212797809068e-17 8.395047266229075992e-18 1.988730990942675512e-16 9.948035464606733813e-17 5.132804922818208041e-18
5.020000000000000000e+02 9.887291751670957177e-18 2.661815419504869991e-17 3.387066932855472538e-18 9.041996098261635308e-17 3.662903905347845462e-17 2.117256994329441027e-18
6.020000000000000000e+02 5.447870490698849088e-18 1.634747542581452736e-17 1.633068031437363572e-18 4.859664132885484830e-17 2.530053413562537401e-17 1.090302972088764353e-18
7.020000000000000000e+02 3.456859509771032053e-18 9.773695239802851379e-18 8.673091702619098581e-19 3.159208650682031079e-17 1.480888813850877505e-17 6.083586350590384511e-19
8.020000000000000000e+02 2.332476730295097277e-18 5.736705702904325601e-18 4.940306167982280024e-19 2.192582874732857060e-17 7.569205263537656517e-18 3.565146890841661589e-19
9.020000000000000000e+02 1.715379614663734542e-18 3.996850239848694349e-18 3.016255576037579318e-19 1.553989361204692884e-17 4.998024850485272894e-18 2.266054349990999017e-19
1.002000000000000000e+03 1.352694239947153990e-18 2.875000875584075879e-18 1.928459219252913183e-19 1.183421319237052602e-17 3.340497810868247448e-18 1.502305533884213009e-19
1.102000000000000000e+03 1.076768333387387872e-18 2.039416902156834557e-18 1.274049559365206146e-19 9.502488893307427763e-18 2.068445023598963196e-18 1.014536287644512426e-19
1.202000000000000000e+03 8.877085245127848880e-19 1.563330442786634424e-18 8.729622491301466715e-20 7.588365486515137244e-18 1.413490649223312984e-18 7.112044665345034095e-20
1.302000000000000000e+03 7.621407232661838851e-19 1.241924472646677876e-18 6.143390208721474537e-20 6.431613764790819528e-18 1.006712948754798276e-18 5.116720949836838570e-20
1.402000000000000000e+03 6.541566689204790147e-19 9.808238352844336379e-19 4.400965608829385088e-20 5.602011247810167022e-18 6.878107433927121991e-19 3.717068815043029008e-20
1.502000000000000000e+03 5.692134506883527498e-19 8.025939783545899805e-19 3.224550766045817836e-20 4.742474590079778825e-18 4.864532163731527886e-19 2.756233329650228372e-20
1.602000000000000000e+03 5.064185504442290244e-19 6.762805493971535126e-19 2.409284614445288345e-20 4.131143577901906293e-18 3.597093451603962594e-19 2.084136154848604773e-20
1.702000000000000000e+03 4.480200269911737222e-19 5.702722192320739342e-19 1.824095696094159930e-20 3.694268012236604558e-18 2.632013371936474906e-19 1.590398087673898033e-20
1.802000000000000000e+03 3.964293206351570272e-19 4.877396984340102293e-19 1.403591645198397916e-20 3.262575130797209261e-18 1.949208854495397526e-19 1.230687774210169739e-20
1.902000000000000000e+03 3.548336739955226184e-19 4.261790206377219207e-19 1.096367230910488278e-20 2.923166744104230425e-18 1.491449998365312809e-19 9.669127539595638984e-21
2.002000000000000000e+03 3.177416311883642010e-19 3.737366305495321458e-19 8.649896792538001510e-21 2.659943260640238389e-18 1.140777386640905680e-19 7.658544823034489734e-21
2.102000000000000000e+03 2.847939906331662028e-19 3.284618129527226557e-19 6.909546054195189914e-21 2.393637055448985034e-18 8.763918213795073647e-20 6.130782802129686010e-21
2.202000000000000000e+03 2.570666978775334358e-19 2.933408405408364681e-19 5.593862009595663021e-21 2.165212316518838113e-18 6.901797131275396197e-20 4.974697614843579095e-21
2.302000000000000000e+03 2.328925767395732587e-19 2.635149780963694968e-19 4.576902183762962973e-21 1.980834636561168458e-18 5.486248403084539418e-20 4.076486333215492630e-21
2.402000000000000000e+03 2.115977893925669843e-19 2.357038834278239472e-19 3.787744659834038550e-21 1.812588367630259183e-18 4.387640011654040818e-20 3.374719771557836385e-21
2.502000000000000000e+03 1.932833493035705971e-19 2.137625202443103983e-19 3.171010559963593363e-21 1.663516094565973222e-18 3.567826235409813014e-20 2.826151056890161026e-21
2.602000000000000000e+03 1.774345589170211829e-19 1.955331111976517387e-19 2.679915406348004173e-21 1.537186613915678033e-18 2.921941715099811728e-20 2.387942415795743223e-21
2.702000000000000000e+03 1.635861401292283571e-19 1.775385699336019826e-19 2.288232241838878583e-21 1.422989998199855936e-18 2.412300899462351403e-20 2.036987256121779071e-21
2.802000000000000000e+03 1.515457660838089426e-19 1.635595930286191296e-19 1.974653290060322036e-21 1.321165614426036179e-18 2.021208956497330624e-20 1.756349043359668901e-21
2.902000000000000000e+03 1.410775273212192446e-19 1.525227826486448316e-19 1.722332420018010112e-21 1.232793374714384838e-18 1.706381013165301606e-20 1.529829922546115545e-21
3.002000000000000000e+03 1.318991989472356675e-19 1.409319747845020432e-19 1.518223851617299672e-21 1.154683136739824200e-18 1.456948416030465009e-20 1.346177272020891601e-21
